contig	start_pos	end_pos	strand	id	GI	GeneID	gene	description
NC_000913.3	606265	607383	R	NP_415113.1	16128564	947246	ybdK	weak gamma-glutamyl:cysteine ligase
NC_000913.3	607836	607988	D	YP_025295.1	49176035	2847715	hokE	small toxic membrane polypeptide; the corresponding mokE lacks a start codon, and the regulatory RNA sokE has not been identified; toxic polypeptide, small
NC_000913.3	608065	609177	D	NP_415114.1	16128565	945200	insL1	IS186 transposase
NC_000913.3	609459	610079	R	NP_415115.2	345452717	945194	entD	enterochelin synthetase, component D; phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex
NC_000913.3	610254	612494	R	NP_415116.1	16128567	945193	fepA	outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D; iron-enterobactin outer membrane transporter
NC_000913.3	612737	613939	D	NP_415117.2	635341462	945181	fes	enterochelin esterase; enterobactin/ferric enterobactin esterase
NC_000913.3	613942	614160	D	YP_588441.1	94541099	1450243	ybdZ	stimulator of EntF adenylation activity, MbtH-like
NC_000913.3	614157	618038	D	NP_415118.1	16128569	945184	entF	ATP-dependent serine activating enzyme (may be part of enterobactin synthase as component F); enterobactin synthase multienzyme complex component, ATP-dependent
NC_000913.3	618254	619387	D	NP_415119.1	16128570	945180	fepE	ferric enterobactin (enterochelin) transport; regulator of length of O-antigen component of lipopolysaccharide chains
NC_000913.3	619384	620199	R	NP_415120.1	16128571	945201	fepC	ATP-binding component of ferric enterobactin transport; iron-enterobactin transporter subunit
NC_000913.3	620196	621188	R	NP_415121.1	16128572	945209	fepG	ferric enterobactin transport protein; membrane component of ABC superfamily; iron-enterobactin transporter subunit
NC_000913.3	621185	622189	R	NP_415122.1	16128573	945214	fepD	ferric enterobactin (enterochelin) transport; membrane component of ABC superfamily; iron-enterobactin transporter subunit
NC_000913.3	622300	623550	D	NP_415123.1	16128574	946268	entS	putative transport; enterobactin exporter, iron-regulated
NC_000913.3	623554	624510	R	NP_415124.1	16128575	947538	fepB	ferric enterobactin (enterochelin) binding protein; periplasmic component; periplasmic-binding component of ABC superfamily; iron-enterobactin transporter subunit
NC_000913.3	624885	626060	D	NP_415125.1	16128576	945511	entC	isochorismate hydroxymutase 2, enterochelin biosynthesis; isochorismate synthase 1
NC_000913.3	626070	627680	D	NP_415126.1	16128577	947426	entE	2,3-dihydroxybenzoate-AMP ligase; 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex
NC_000913.3	627694	628551	D	NP_415127.1	16128578	946178	entB	2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase; isochorismatase
NC_000913.3	628551	629297	D	NP_415128.1	16128579	945284	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase, enterochelin biosynthesis; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
NC_000913.3	629300	629713	D	NP_415129.1	16128580	945215	entH	enterobactin synthesis proofreading thioesterase
NC_000913.3	629894	631999	D	NP_415130.1	16128581	945213	cstA	carbon starvation protein involved in peptide utilization; APC peptide transporter family protein
NC_000913.3	632182	632379	D	YP_588442.1	94541100	949021	ybdD	DUF466 family protein
NC_000913.3	632389	633477	R	NP_415132.1	16128582	945212	ybdH	putative oxidoreductase
NC_000913.3	633586	634746	D	NP_415133.1	16128583	945211	ybdL	PLP-dependent methionine aminotransferase; methionine aminotransferase, PLP-dependent
NC_000913.3	634747	635376	R	NP_415134.1	16128584	945206	ybdM	Spo0J family protein, ParB-like nuclease domain
NC_000913.3	635349	636569	R	NP_415135.1	16128585	945205	ybdN	PAPS reductase-like domain protein
NC_000913.3	636716	637618	R	NP_415136.1	16128586	945216	ybdO	putative transcriptional regulator LYSR-type; putative DNA-binding transcriptional regulator
NC_000913.3	637827	638573	R	NP_415137.2	90111151	945224	dsbG	thiol:disulfide interchange protein; thiol:disulfide interchange protein, periplasmic
NC_000913.3	638945	639508	D	NP_415138.1	16128588	945225	ahpC	alkyl hydroperoxide reductase, C22 subunit; detoxification of hydroperoxides; alkyl hydroperoxide reductase, C22 subunit
NC_000913.3	639753	641318	D	NP_415139.2	90111152	947540	ahpF	alkyl hydroperoxide reductase, F52a subunit; detoxification of hydroperoxides; alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding
NC_000913.3	641439	641867	R	NP_415140.1	16128590	945229	uspG	universal stress protein UP12
NC_000913.3	642088	643326	D	NP_415141.1	16128591	949067	ybdR	putative oxidoreductase; putative Zn-dependent NAD(P)-binding oxidoreductase
NC_000913.3	643557	643967	R	NP_415143.1	16128593	947546	rnk	regulator of nucleoside diphosphate kinase
NC_000913.3	644197	645003	R	NP_415144.1	16128594	949065	rna	RNase I, cleaves phosphodiester bond between any two nucleotides; ribonuclease I
NC_000913.3	645117	646580	R	NP_415145.1	16128595	949070	citT	citrate:succinate antiporter
NC_000913.3	646631	647509	R	NP_415146.1	16128596	946395	citG	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NC_000913.3	647484	648035	R	NP_415147.1	16128597	949084	citX	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
NC_000913.3	648039	649571	R	NP_415148.1	16128598	945230	citF	citrate lyase alpha chain; citrate lyase, citrate-ACP transferase (alpha) subunit
NC_000913.3	649582	650490	R	NP_415149.4	90111153	945406	citE	citrate lyase, citryl-ACP lyase (beta) subunit
NC_000913.3	650487	650783	R	NP_415150.1	16128600	945415	citD	citrate lyase acyl carrier protein (gamma chain); citrate lyase, acyl carrier (gamma) subunit
NC_000913.3	650798	651856	R	NP_415151.4	90111154	945231	citC	citrate lyase synthetase (citrate (pro-3S)-lyase ligase; [citrate [pro-3S]-lyase] ligase
NC_000913.3	652235	653893	D	NP_415152.1	16128602	945233	citA	putative sensor-type protein; sensory histidine kinase in two-component regulatory system with CitB
NC_000913.3	653862	654542	D	NP_415153.1	16128603	947008	citB	sequence similarity to Shigella regulator; response regulator in two-component regulatory system with CitA
NC_000913.3	654583	655968	R	NP_415154.1	16128604	945000	dcuC	transport of dicarboxylates; anaerobic C4-dicarboxylate transport
NC_000913.3	656557	657117	D	NP_415155.1	16128605	946360	pagP	phospholipid:lipid A palmitoyltransferase
NC_000913.3	657292	657501	D	NP_415156.1	16128606	947024	cspE	cold shock protein; constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein
NC_000913.3	657555	657938	R	NP_415157.1	16128607	945798	flc	fluoride efflux channel, dual topology membrane protein
NC_000913.3	658031	658818	D	b4581		4056041	ybeM	pseudogene, C-N hydrolase superfamily homology;putative enzyme; Not classified; putative amidase; <NULL_VALUE>
NC_000913.3	658947	659150	D	NP_415160.1	16128610	945228	tatE	TatABCE protein translocation system subunit
NC_000913.3	659251	660216	R	NP_415161.1	16128611	945227	lipA	lipoate synthesis, sulfur insertion?; lipoate synthase
NC_000913.3	660425	661378	R	NP_415162.4	90111155	945219	ybeF	putative transcriptional regulator LYSR-type; LysR family putative transcriptional regulator
NC_000913.3	661637	662278	R	NP_415163.2	90111156	945217	lipB	protein of lipoate biosynthesis; octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase
NC_000913.3	662379	662642	R	NP_415164.1	16128614	945220	ybeD	UPF0250 family protein
NC_000913.3	662752	663963	R	NP_415165.1	16128615	945222	dacA	D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5; D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)
NC_000913.3	664102	665190	R	NP_415166.1	16128616	945241	rlpA	a minor lipoprotein; septal ring protein, suppressor of prc, minor lipoprotein
NC_000913.3	665201	666313	R	NP_415167.1	16128617	945238	mrdB	rod shape-determining membrane protein; sensitivity to radiation and drugs; cell wall shape-determining protein
NC_000913.3	666316	668217	R	NP_415168.1	16128618	945240	mrdA	cell elongation, e phase; peptidoglycan synthetase; penicillin-binding protein 2; transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)
NC_000913.3	668248	668715	R	NP_415169.1	16128619	945239	rlmH	23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent
NC_000913.3	668719	669036	R	NP_415170.4	90111157	945237	rsfS	ribosomal silencing factor
NC_000913.3	669296	669907	R	NP_415171.1	16128621	945246	cobC	homolog of Salmonella cobC, a phosphohistidine protein; putative alpha-ribazole-5'-P phosphatase
NC_000913.3	669931	670572	R	NP_415172.1	16128622	945248	nadD	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent
NC_000913.3	670574	671605	R	NP_415173.1	16128623	947573	holA	DNA polymerase III, delta subunit
NC_000913.3	671605	672186	R	NP_415174.1	16128624	946257	lptE	a minor lipoprotein; LPS assembly OM complex LptDE, lipoprotein component
NC_000913.3	672201	674783	R	NP_415175.1	16128625	947497	leuS	leucine tRNA synthetase; leucyl-tRNA synthetase
NC_000913.3	675018	675500	D	NP_415176.1	16128626	945252	ybeL	putative alpha helical protein; DUF1451 family protein
NC_000913.3	675570	676547	R	NP_415177.4	90111158	945251	ybeQ	Sel1 family TPR-like repeat protein
NC_000913.3	676711	677418	D	NP_415178.1	16128628	945249	ybeR	uncharacterized protein
NC_000913.3	677415	678842	D	NP_415179.1	16128629	945245	djlB	putative enzyme of polynucleotide modification; putative HscC co-chaperone, uncharacterized J domain-containing protein
NC_000913.3	678852	679406	R	NP_415180.1	16128630	945243	ybeT	Sel1 family TPR-like repeat protein
NC_000913.3	679508	680215	D	NP_415181.1	16128631	945244	ybeU	putative tRNA ligase; DUF1266 family protein
NC_000913.3	680212	681663	D	NP_415182.1	16128632	945253	djlC	J domain-containing HscC co-chaperone; Hsc56
NC_000913.3	681723	683393	R	NP_415183.1	16128633	945218	hscC	Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription
NC_000913.3	683477	684412	R	NP_415184.1	16128634	945503	rihA	ribonucleoside hydrolase 1
NC_000913.3	684530	685255	R	NP_415185.1	16128635	945254	gltL	ATP-binding protein of glutamate/aspartate transport system; glutamate, aspartate ABC transporter ATP-binding subunit
NC_000913.3	685255	685929	R	NP_415186.1	16128636	947354	gltK	glutamate/aspartate transport system permease; membrane component of ABC superfamily; glutamate, aspartate ABC transporter permease subunit
NC_000913.3	685929	686669	R	NP_415187.1	16128637	945443	gltJ	glutamate/aspartate transport system permease; membrane component of ABC superfamily; glutamate, aspartate ABC transporter permease subunit
NC_000913.3	686839	687747	R	NP_415188.1	16128638	946938	gltI	periplasmic-binding component of ABC superfamily; glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter
NC_000913.3	687997	689013	R	NP_415189.1	16128639	944917	insH1	IS5 transposase and trans-activator
NC_000913.3	689343	690881	R	NP_415190.1	16128640	946201	lnt	apolipoprotein N-acyltransferase, copper homeostasis protein, inner membrane; apolipoprotein N-acyltransferase
NC_000913.3	690906	691784	R	NP_415191.1	16128641	946417	ybeX	putative transport protein; putative ion transport
NC_000913.3	691874	692341	R	NP_415192.1	16128642	946430	ybeY	ssRNA-specific endoribonuclease; co-endoribonuclease working with RNase R in 16S rRNA 3' end maturation and quality control; rRNA transcription antitermination factor
NC_000913.3	692338	693378	R	NP_415193.2	145698230	948044	ybeZ	putative ATP-binding protein in pho regulon; PhoH-like heat shock protein
NC_000913.3	693531	694955	R	NP_415194.1	16128644	945260	miaB	tRNA-i(6)A37 methylthiotransferase
NC_000913.3	695101	696276	D	NP_415195.1	16128645	945261	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase
NC_000913.3	697513	699177	R	NP_415200.1	16128650	945281	asnB	asparagine synthetase B
NC_000913.3	699574	700326	R	NP_415201.1	16128651	945283	umpH	N-acetylglucosamine metabolism; UMP phosphatase
NC_000913.3	700374	701594	R	NP_415202.1	16128652	945285	nagC	transcriptional repressor of nag (N-acetylglucosamine) operon; N-acetylglucosamine-inducible nag divergent operon transcriptional repressor
NC_000913.3	701603	702751	R	NP_415203.1	16128653	945289	nagA	N-acetylglucosamine-6-phosphate deacetylase
NC_000913.3	702811	703611	R	NP_415204.1	16128654	945290	nagB	glucosamine-6-phosphate deaminase
NC_000913.3	703944	705890	D	NP_415205.1	16128655	945292	nagE	PTS system, N-acetylglucosamine-specific enzyme IIABC; fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components
NC_000913.3	706093	707757	D	NP_415206.1	16128656	945310	glnS	glutamine tRNA synthetase; glutamyl-tRNA synthetase
NC_000913.3	708334	709740	D	NP_415207.1	16128657	945296	chiP	chitoporin, uptake of chitosugars
NC_000913.3	709790	710116	D	NP_415208.1	16128658	945713	chiQ	chitosugar-induced verified lipoprotein
NC_000913.3	710200	710646	R	NP_415209.1	16128659	945295	fur	negative regulator; ferric iron uptake regulon transcriptional repressor; autorepressor
NC_000913.3	710639	710725	R	YP_001491546.1	157783150	5625562	uof	ryhB-regulated fur leader peptide
NC_000913.3	710935	711465	R	NP_415210.1	16128660	945293	fldA	flavodoxin 1
NC_000913.3	711605	711898	R	NP_415211.2	90111159	945291	ybfE	LexA-regulated protein, CopB family
NC_000913.3	712038	712802	R	NP_415212.1	16128662	945288	ybfF	acyl-CoA esterase
NC_000913.3	712987	713532	D	NP_415213.1	16128663	945272	seqA	negative modulator of initiation of replication
NC_000913.3	713558	715198	D	NP_415214.1	16128664	945271	pgm	phosphoglucomutase
NC_000913.3	715412	715906	D	NP_415215.1	16128665	945274	ybfP	putative pectinase; lipoprotein
NC_000913.3	715947	716597	R	b0691		945287	ybfG	pseudogene; <NULL_VALUE>
NC_000913.3	716721	716870	R	b4636		5625563	ybfI	pseudogene; <NULL_VALUE>
NC_000913.3	716946	718265	R	NP_415219.1	16128668	945422	potE	putrescine transport protein; putrescine/proton symporter: putrescine/ornithine antiporter
NC_000913.3	718262	720460	R	NP_415220.1	16128669	945297	speF	ornithine decarboxylase isozyme, inducible
NC_000913.3	720583	720840	D	YP_001165310.1	145698231	948953	ybfK	uncharacterized protein
NC_000913.3	721056	721733	R	NP_415222.1	16128670	945302	kdpE	regulator of kdp operon (transcriptional effector); response regulator in two-component regulatory system with KdpD
NC_000913.3	721730	724414	R	NP_415223.1	16128671	946744	kdpD	sensor for high-affinity potassium transport system; sensory histidine kinase; fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein
NC_000913.3	724407	724979	R	NP_415224.1	16128672	947508	kdpC	high-affinity potassium transport system; potassium translocating ATPase, subunit C
NC_000913.3	724988	727036	R	NP_415225.1	16128673	947450	kdpB	ATPase of high-affinity potassium transport system, B chain; potassium translocating ATPase, subunit B
NC_000913.3	727059	728732	R	NP_415226.1	16128674	946045	kdpA	ATPase of high-affinity potassium transport system, A chain; potassium translocating ATPase, subunit A
NC_000913.3	728732	728821	R	YP_588443.1	94541101	948946	kdpF	potassium ion accessory transporter subunit
NC_000913.3	729134	729340	D	NP_415228.1	16128675	947452	ybfA	DUF2517 family protein
NC_000913.3	729583	733776	D	NP_415229.1	16128676	945306	rhsC	Rhs family putative polymorphic toxin
NC_000913.3	733776	734102	D	NP_415230.1	16128677	947566	ybfB	putative membrane protein
NC_000913.3	734133	735653	D	b0703		946124	rhsO	pseudogene, Rhs family protein; <NULL_VALUE>
NC_000913.3	735650	736219	D	NP_415232.1	16128679	947288	ybfC	putative periplasmic protein
NC_000913.3	736445	736684	D	b4514		1450245	ybfQ	pseudogene, H repeat-associated protein; <NULL_VALUE>
NC_000913.3	736825	737961	D	b0705		947075	ybfL	pseudogene, DDE domain transposase family;putative factor; Not classified; putative receptor protein; <NULL_VALUE>
NC_000913.3	738092	738853	D	NP_415234.1	16128681	945176	ybfD	putative DNA ligase; H repeat-associated putative transposase
NC_000913.3	739001	739510	D	NP_415235.1	16128682	944853	ybgA	DUF1722 family protein
NC_000913.3	739507	740925	D	NP_415236.1	16128683	947005	phr	deoxyribodipyrimidine photolyase (photoreactivation); deoxyribodipyrimidine photolyase, FAD-binding
NC_000913.3	741075	742556	R	NP_415237.1	16128684	947368	dtpD	putative transport protein; dipeptide and tripeptide permease D
NC_000913.3	742827	743570	D	NP_415238.1	16128685	945824	ybgI	NIF3 family metal-binding protein
NC_000913.3	743593	744249	D	NP_415239.1	16128686	945311	ybgJ	putative carboxylase; putative allophanate hydrolase, subunit 1
NC_000913.3	744243	745175	D	NP_415240.1	16128687	945317	ybgK	putative carboxylase; putative allophanate hydrolase, subunit 2
NC_000913.3	745165	745899	D	NP_415241.1	16128688	945318	ybgL	putative lactam utilization protein; UPF0271 family protein
NC_000913.3	745935	746726	D	NP_415242.1	16128689	945320	nei	endonuclease VIII and DNA N-glycosylase with an AP lyase activity; endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase
NC_000913.3	746723	747769	R	NP_415243.4	90111163	945321	abrB	putative transport protein; regulator of aidB expression; inner membrane protein
NC_000913.3	747921	748982	R	NP_415244.4	90111164	947550	ybgO	putative fimbrial protein
NC_000913.3	748979	749707	R	NP_415245.1	16128692	945110	ybgP	putative chaperone; putative periplasmic pilin chaperone
NC_000913.3	749722	752169	R	NP_415246.2	90111165	946537	ybgQ	putative outer membrane protein
NC_000913.3	752229	752795	R	NP_415247.1	16128694	945325	ybgD	putative fimbrial-like protein; putative fimbrial-like adhesin protein
NC_000913.3	753185	754468	R	NP_415248.1	16128695	945323	gltA	citrate synthase
NC_000913.3	755177	755566	D	NP_415249.1	16128696	945316	sdhC	succinate dehydrogenase, cytochrome b556; succinate dehydrogenase, membrane subunit, binds cytochrome b556
NC_000913.3	755560	755907	D	NP_415250.1	16128697	945322	sdhD	succinate dehydrogenase, hydrophobic subunit; succinate dehydrogenase, membrane subunit, binds cytochrome b556
NC_000913.3	755907	757673	D	NP_415251.1	16128698	945402	sdhA	succinate dehydrogenase, flavoprotein subunit
NC_000913.3	757689	758405	D	NP_415252.1	16128699	945300	sdhB	succinate dehydrogenase, iron sulfur protein; succinate dehydrogenase, FeS subunit
NC_000913.3	758706	761507	D	NP_415254.1	16128701	945303	sucA	2-oxoglutarate dehydrogenase (decarboxylase component); 2-oxoglutarate decarboxylase, thiamine triphosphate-binding
NC_000913.3	761522	762739	D	NP_415255.1	16128702	945307	sucB	2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component); dihydrolipoyltranssuccinase
NC_000913.3	763014	764180	D	NP_415256.1	16128703	945312	sucC	succinyl-CoA synthetase, beta subunit
NC_000913.3	764180	765049	D	NP_415257.1	16128704	945314	sucD	succinyl-CoA synthetase, alpha subunit; succinyl-CoA synthetase, NAD(P)-binding, alpha subunit
NC_000913.3	765153	765875	R	NP_415258.1	16128705	945371	mngR	transcriptional regulator of succinylCoA synthetase operon; Transcriptional repressor for the mannosyl-D-glycerate catabolic operon
NC_000913.3	765984	767960	D	NP_415259.1	16128706	945355	mngA	protein modification enzyme, induction of ompC; fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component
NC_000913.3	767978	770611	D	NP_415260.1	16128707	945359	mngB	putative sugar hydrolase; alpha-mannosidase
NC_000913.3	771458	773026	D	NP_415261.2	90111166	945341	cydA	cytochrome d terminal oxidase, polypeptide subunit I; cytochrome d terminal oxidase, subunit I
NC_000913.3	773042	774181	D	NP_415262.1	16128709	945347	cydB	cytochrome d terminal oxidase polypeptide subunit II; cytochrome d terminal oxidase, subunit II
NC_000913.3	774196	774309	D	YP_588444.1	94541102	1450246	cydX	cytochrome d (bd-I) ubiquinol oxidase subunit X
NC_000913.3	774309	774602	D	NP_415263.1	16128710	945326	ybgE	putative inner membrane protein in cydABX-ybgE operon
NC_000913.3	774752	775156	D	NP_415264.1	16128711	948907	ybgC	acyl-CoA thioester hydrolase
NC_000913.3	775153	775845	D	NP_415265.1	16128712	948900	tolQ	inner membrane protein, membrane-spanning, maintains integrity of cell envelope; tolerance to group A colicins; membrane spanning protein in TolA-TolQ-TolR complex
NC_000913.3	775849	776277	D	NP_415266.1	16128713	945328	tolR	putative inner membrane protein, involved in the tonB-independent uptake of group A colicins; membrane spanning protein in TolA-TolQ-TolR complex
NC_000913.3	776342	777607	D	NP_415267.1	16128714	946625	tolA	membrane spanning protein, required for outer membrane integrity; membrane anchored protein in TolA-TolQ-TolR complex
NC_000913.3	777740	779032	D	NP_415268.1	16128715	945429	tolB	periplasmic protein involved in the tonb-independent uptake of group A colicins; periplasmic protein
NC_000913.3	779067	779588	D	NP_415269.1	16128716	945004	pal	peptidoglycan-associated lipoprotein; peptidoglycan-associated outer membrane lipoprotein
NC_000913.3	779598	780389	D	NP_415270.1	16128717	947227	ybgF	periplasmic TolA-binding protein
NC_000913.3	782085	783128	D	NP_415271.1	16128718	945351	nadA	quinolinate synthetase, A protein; quinolinate synthase, subunit A
NC_000913.3	783166	783885	D	NP_415272.1	16128719	945350	pnuC	required for NMN transport; nicotinamide riboside transporter
NC_000913.3	783882	784823	R	NP_415273.1	16128720	945348	zitB	putative transport system permease protein; zinc efflux system
NC_000913.3	784937	785317	R	NP_415274.1	16128721	945356	ybgS	putative homeobox protein; putative periplasmic protein
NC_000913.3	785633	786685	D	NP_415275.1	16128722	945605	aroG	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, phenylalanine repressible); 3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible
NC_000913.3	786843	787595	R	NP_415276.1	16128723	945068	gpmA	phosphoglyceromutase 1
NC_000913.3	787797	788837	R	NP_415277.1	16128724	944943	galM	aldose 1-epimerase; type-1 mutarotase
NC_000913.3	788831	789979	R	NP_415278.1	16128725	945358	galK	galactokinase
NC_000913.3	789983	791029	R	NP_415279.1	16128726	945357	galT	galactose-1-phosphate uridylyltransferase
NC_000913.3	791039	792055	R	NP_415280.3	49176045	945354	galE	UDP-galactose-4-epimerase
NC_000913.3	792316	793788	R	NP_415281.1	16128728	945368	modF	ATP-binding component of molybdate transport system; fused molybdate transporter subunits of ABC superfamily: ATP-binding components
NC_000913.3	793856	794644	R	NP_415282.1	16128729	945366	modE	molybdate uptake regulatory protein; transcriptional repressor for the molybdenum transport operon modABC
NC_000913.3	794773	794922	D	NP_415283.1	16128730	945365	acrZ	AcrAB-TolC efflux pump accessory protein, membrane-associated
NC_000913.3	795089	795862	D	NP_415284.1	16128731	945364	modA	molybdate-binding periplasmic protein; permease; periplasmic-binding component of ABC superfamily; molybdate transporter subunit
NC_000913.3	795862	796551	D	NP_415285.1	16128732	945361	modB	molybdate transport permease protein; membrane component of ABC superfamily; molybdate transporter subunit
NC_000913.3	796554	797612	D	NP_415286.1	16128733	945362	modC	ATP-binding component of molybdate transport; molybdate transporter subunit
NC_000913.3	797613	798431	R	NP_415287.1	16128734	945372	ybhA	putative phosphatase; pyridoxal phosphate (PLP) phosphatase
NC_000913.3	798586	799581	D	NP_415288.1	16128735	946398	pgl	putative isomerase; 6-phosphogluconolactonase
NC_000913.3	799622	800575	R	NP_415289.4	145698233	944869	ybhD	putative transcriptional regulator LYSR-type; putative DNA-binding transcriptional regulator
NC_000913.3	800759	801811	D	NP_415290.1	16128737	945375	ybhH	putative PrpF family isomerase
NC_000913.3	801887	803320	D	NP_415291.1	16128738	945377	ybhI	putative membrane pump protein; putative transporter
NC_000913.3	803503	805764	D	NP_415292.2	90111167	945380	ybhJ	putative enzyme; putative hydratase
NC_000913.3	805998	807281	R	NP_415293.1	16128740	945381	ybhC	putative pectinesterase; acyl-CoA thioesterase, lipoprotein
NC_000913.3	807433	807909	R	NP_415294.1	16128741	945383	ybhB	kinase inhibitor homolog, UPF0098 family
NC_000913.3	807968	809257	R	NP_415295.1	16128742	945376	bioA	7,8-diaminopelargonic acid synthetase; 7,8-diaminopelargonic acid synthase, PLP-dependent
NC_000913.3	809344	810384	D	NP_415296.1	16128743	945370	bioB	biotin synthesis, sulfur insertion?; biotin synthase
NC_000913.3	810381	811535	D	NP_415297.1	16128744	945384	bioF	8-amino-7-oxononanoate synthase
NC_000913.3	811522	812277	D	NP_415298.1	16128745	945388	bioC	biotin biosynthesis; reaction prior to pimeloyl CoA; malonyl-ACP O-methyltransferase, SAM-dependent
NC_000913.3	812270	812947	D	NP_415299.1	16128746	945387	bioD	dethiobiotin synthetase
NC_000913.3	813526	815547	D	NP_415300.1	16128747	945385	uvrB	DNA repair; excision nuclease subunit B; excinulease of nucleotide excision repair, DNA damage recognition component
NC_000913.3	815739	816647	R	NP_415301.1	16128748	945390	ybhK	putative structural protein; putative NAD(P)-binding transferase
NC_000913.3	817044	818033	D	NP_415302.1	16128749	945392	moaA	molybdopterin biosynthesis, protein A; molybdopterin biosynthesis protein A
NC_000913.3	818055	818567	D	NP_415303.1	16128750	945396	moaB	moaB is not required for molybdopterin biosynthesis; inactive molybdopterin adenylyltransferase
NC_000913.3	818570	819055	D	NP_415304.1	16128751	945397	moaC	molybdopterin biosynthesis, protein C
NC_000913.3	819048	819293	D	NP_415305.1	16128752	945398	moaD	molybdopterin biosynthesis; molybdopterin synthase, small subunit
NC_000913.3	819295	819747	D	NP_415306.1	16128753	945399	moaE	molybdopterin converting factor, subunit 2; molybdopterin synthase, large subunit
NC_000913.3	819884	820588	D	NP_415307.1	16128754	945401	ybhL	UPF0005 family inner membrane protein
NC_000913.3	820793	821506	D	NP_415308.1	16128755	949001	ybhM	UPF0005 family inner membrane protein
NC_000913.3	821542	822498	R	NP_415309.1	16128756	945410	ybhN	UPF0104 family inner membrane protein
NC_000913.3	822498	823739	R	NP_415310.1	16128757	945409	clsB	cardiolipin synthase activity; cardiolipin synthase 2
NC_000913.3	823736	824497	R	NP_415311.1	16128758	945408	ybhP	endo/exonuclease/phosphatase family protein
NC_000913.3	824630	825040	D	NP_415312.1	16128759	945405	ybhQ	inner membrane protein
NC_000913.3	825002	826108	R	NP_415313.1	16128760	945403	ybhR	inner membrane putative ABC superfamily transporter permease
NC_000913.3	826119	827252	R	NP_415314.1	16128761	945411	ybhS	inner membrane putative ABC superfamily transporter permease
NC_000913.3	827245	828981	R	NP_415315.4	90111168	945413	ybhF	putative ATP-binding component of a transport system; putative transporter subunit of ABC superfamily: ATP-binding component
NC_000913.3	828974	829972	R	NP_415316.1	16128763	945414	ybhG	putative membrane protein; putative membrane fusion protein (MFP) component of efflux pump, membrane anchor
NC_000913.3	829972	830643	R	NP_415317.4	162135896	945421	ybiH	putative transcriptional regulator; DUF1956 domain-containing tetR family putative transcriptional regulator
NC_000913.3	830872	832236	D	NP_415318.1	16128765	945425	rhlE	putative ATP-dependent RNA helicase; ATP-dependent RNA helicase
NC_000913.3	832468	832950	R	NP_415319.1	16128766	945426	ybiA	DUF1768 family protein
NC_000913.3	833070	835220	D	NP_415320.1	16128767	945431	dinG	probably ATP-dependent helicase; ATP-dependent DNA helicase
NC_000913.3	835248	836210	D	NP_415321.1	16128768	945424	ybiB	putative enzyme; putative family 3 glycosyltransferase
NC_000913.3	836351	837436	D	NP_415322.1	16128769	945412	ybiC	putative dehydrogenase
NC_000913.3	837665	837925	R	NP_415323.1	16128770	945433	ybiJ	DUF1471 family putative periplasmic protein
NC_000913.3	838190	838456	R	NP_415324.1	16128771	945434	ybiI	DksA-type zinc finger protein
NC_000913.3	838530	839207	R	NP_415325.4	90111170	947502	ybiX	putative enzyme; Fe(II)-dependent oxygenase superfamily protein
NC_000913.3	839249	841531	R	NP_415326.1	16128773	946246	fiu	ferric iron outer membrane transporter, TonB-dependent; siderophore receptor for ferri-dihydroxybenzoylserine, ferri-dihydroxybenzoate and other catecholate siderophores; surface receptor for colicins G, H, and E492; catecholate siderophore receptor Fiu
NC_000913.3	841796	842056	R	NP_415327.2	90111171	947523	mcbA	colanic acid mucoidy stimulation protein
NC_000913.3	842332	843258	D	NP_415328.4	162135897	944938	rlmF	23S rRNA m(6)A1618 methyltransferase, SAM-dependent
