contig	start_pos	end_pos	strand	id	GI	GeneID	gene	description
NC_004315.2	1273405	1274007	D	XP_001348010.1	124804462	810886	<NULL_VALUE>	glycine cleavage system H protein, putative
NC_004315.2	1275572	1275661	D	XP_001348011.2	258597347	810887	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1277344	1280635	D	XP_001348012.1	124804469	810888	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1281282	1287631	R	XP_001348013.1	124804472	810889	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1290499	1291599	D	XP_001348014.1	124804475	810890	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1293854	1295722	D	XP_001348015.1	124804478	810891	AMA1	apical membrane antigen 1, AMA1
NC_004315.2	1296799	1298197	D	XP_001348016.1	124804482	810892	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1298472	1300598	R	XP_001348017.1	124804486	810893	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1302171	1305985	D	XP_001348018.1	124804490	810894	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1309022	1311791	D	XP_001348019.2	258597349	810895	<NULL_VALUE>	RNA (Uracil-5-)methyltransferase, putative
NC_004315.2	1313255	1317171	D	XP_001348020.2	258597351	810896	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1320112	1322103	D	XP_001348022.1	124804504	810898	<NULL_VALUE>	heat shock protein hsp70 homologue
NC_004315.2	1323041	1324312	R	XP_001348023.1	124804507	810899	PDI-11	protein disulfide isomerase
NC_004315.2	1326745	1332162	D	XP_001348024.1	124804509	810900	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1333534	1340217	D	XP_001348025.1	124804512	810901	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1340484	1341678	R	XP_001348026.2	258597353	810902	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1344301	1349761	D	XP_001348027.2	258597355	810903	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1350619	1355787	R	XP_001348028.1	124804523	810904	<NULL_VALUE>	zinc finger protein, putative
NC_004315.2	1359362	1364111	R	XP_001348029.1	124804526	810905	<NULL_VALUE>	DNA-directed RNA polymerase 1, subunit 2, putative
NC_004315.2	1367184	1368807	D	XP_001348030.1	124804529	810906	<NULL_VALUE>	coatomer delta subunit, putative
NC_004315.2	1369617	1371665	D	XP_001348031.1	124804532	810907	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1372309	1373857	D	XP_001348032.2	258597357	810908	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1373050	1373857	D	XP_002585434.1	258549126	810908	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1373050	1373710	D	XP_002585433.1	258549124	810908	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1374590	1376659	R	XP_001348033.1	124804540	810909	<NULL_VALUE>	protein phosphatase, putative
NC_004315.2	1381013	1382242	R	XP_001348034.1	124804543	810910	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1384376	1385113	R	XP_001348035.1	124804546	810911	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1387416	1388907	R	XP_001348036.2	258597359	810912	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1390062	1396171	D	XP_001348039.2	258597361	810915	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1396431	1396762	R	XP_002585435.1	258549128	8445033	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1397504	1397983	D	XP_001348040.1	124804562	810916	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1398484	1400599	R	XP_001348041.2	258597363	810917	<NULL_VALUE>	3-oxo-5-alpha-steroid 4-dehydrogenase, putative
NC_004315.2	1403904	1414510	D	XP_001348042.1	124804569	810918	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1415404	1417212	D	XP_001348043.1	124804572	810919	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1417464	1420068	R	XP_001348044.1	124804576	810920	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1422741	1426198	D	XP_001348045.1	124804579	810921	TSN	tudor staphylococcal nuclease
NC_004315.2	1427008	1429668	R	XP_001348046.1	124804583	810922	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1431878	1435167	R	XP_002585436.1	258549130	810923	PfCK1	casein kinase 1, PfCK1
NC_004315.2	1441500	1445468	D	XP_001348048.1	124804587	810924	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1446486	1448502	D	XP_001348049.1	124804591	810925	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1449687	1451447	R	XP_001348050.2	258597365	810926	<NULL_VALUE>	DNAJ protein, putative
NC_004315.2	1456148	1460316	D	XP_001348051.1	124804598	810927	SUB2	subtilisin-like protease 2
NC_004315.2	1462165	1463067	D	XP_001348052.1	124804601	810928	<NULL_VALUE>	mitochondrial ribosomal protein S9 precursor, putative
NC_004315.2	1463808	1465055	R	XP_001348053.1	124804605	810929	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1466194	1468263	R	XP_001348054.1	124804609	810930	<NULL_VALUE>	cleft lip and palate associated transmembrane protein-related
NC_004315.2	1470597	1471874	R	XP_001348055.1	124804612	810931	<NULL_VALUE>	UVB-resistance protein UVR8 homologue
NC_004315.2	1473502	1474113	R	XP_001348056.1	124804615	810932	<NULL_VALUE>	apicoplast ribosomal protein S14p/S29e precursor, putative
NC_004315.2	1474664	1476835	R	XP_001348058.2	258597367	810934	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1477640	1479847	D	XP_001348059.1	124804624	810935	<NULL_VALUE>	calcium-binding protein, putative
NC_004315.2	1480897	1481523	R	XP_002585437.1	258549132	8444960	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1483372	1485855	D	XP_001348060.2	258597369	810936	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1487591	1496140	D	XP_001348062.1	124804631	810938	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1497131	1497511	D	XP_001348063.1	124804635	810939	<NULL_VALUE>	ubiquitin related modifier homologue
NC_004315.2	1498205	1498966	D	XP_001348064.1	124804638	810940	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1499134	1499568	R	XP_002585438.1	258549134	8445059	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1501008	1513688	R	XP_001348065.1	124804642	810941	<NULL_VALUE>	guanylyl cyclase
NC_004315.2	1518461	1521235	D	XP_001348066.2	258597371	810942	<NULL_VALUE>	Protein phosphatase 2C
NC_004315.2	1522356	1524343	R	XP_001348067.2	258597373	810943	<NULL_VALUE>	Beta-catenin-like protein 1, putative
NC_004315.2	1525651	1531741	R	XP_001348068.2	258597375	810944	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1533249	1539853	R	XP_001348070.2	258597377	810946	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1548183	1553558	D	XP_001348072.1	124804665	810948	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1554151	1555502	R	XP_001348073.1	124804668	810949	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1556741	1565042	R	XP_001348074.1	124804671	810950	ApiAP2	transcription factor with AP2 domain(s), putative
NC_004315.2	1576129	1578975	R	XP_001348075.2	258597379	810951	<NULL_VALUE>	AAA family ATPase, putative
NC_004315.2	1577404	1578975	R	XP_002585439.1	258549136	810951	<NULL_VALUE>	AAA family ATPase, putative
NC_004315.2	1580591	1582480	D	XP_001348076.1	124804678	810952	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1582992	1584509	R	XP_001348077.1	124804682	810953	<NULL_VALUE>	adrenodoxin reductase, putative
NC_004315.2	1585390	1592031	R	XP_001348078.1	124804685	810954	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1593963	1594948	D	XP_001348079.1	124804689	810955	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1595764	1597715	D	XP_001348081.2	258597381	810957	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1598547	1599629	R	XP_001348082.2	258597383	810958	<NULL_VALUE>	vacuolar ATP synthase subunit F, putative
NC_004315.2	1601254	1603075	R	XP_001348083.2	258597385	810959	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1605318	1606403	D	XP_001348084.1	124804702	810960	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1608003	1608606	D	XP_001348085.1	124804704	810961	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1610097	1615806	D	XP_001348086.2	258597388	810962	<NULL_VALUE>	myosin heavy chain subunit, putative
NC_004315.2	1616413	1621887	R	XP_001348087.1	124804710	810963	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1623444	1630271	R	XP_001348088.1	124804712	810964	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1633917	1636328	D	XP_001348089.2	258597390	810965	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1637100	1643389	R	XP_001348090.2	258597392	810966	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1644908	1647379	D	XP_001348091.1	124804721	810967	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1649318	1657009	D	XP_001348092.1	124804724	810968	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1657504	1657975	R	XP_001348093.1	124804727	810969	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1659067	1662356	R	XP_001348094.1	124804730	810970	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1663618	1665247	D	XP_001348095.2	258597394	810971	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1665758	1668159	D	XP_001348096.2	258597396	810972	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1668299	1669078	R	XP_001348097.1	124804740	810973	DPM1	dolichol phosphate mannose synthase
NC_004315.2	1669948	1671509	D	XP_001348098.1	124804743	810974	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1672516	1674554	R	XP_001348099.2	258597398	810975	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1676252	1677766	R	XP_001348100.1	124804750	810976	<NULL_VALUE>	membrane skeletal protein, putative
NC_004315.2	1679075	1681153	D	XP_001348101.1	124804753	810977	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1681865	1690081	R	XP_001348102.1	124804755	810978	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1692894	1694134	R	XP_001348103.2	258597400	810979	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1695504	1701255	D	XP_001348104.1	124804761	810980	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1702086	1703639	R	XP_001348105.1	124804765	810981	<NULL_VALUE>	coproporphyrinogen oxidase, putative
NC_004315.2	1705693	1706570	R	XP_001348106.1	124804769	810982	<NULL_VALUE>	60S ribosomal protein L28, putative
NC_004315.2	1708063	1708676	R	XP_001348107.1	124804772	810983	<NULL_VALUE>	60S ribosomal protein L35Ae, putative
NC_004315.2	1710322	1712169	R	XP_001348108.1	124804775	810984	<NULL_VALUE>	hypothetical protein
NC_004315.2	1713078	1713971	D	XP_001348109.1	124804778	810985	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1715280	1716803	D	XP_001348110.2	258597402	810986	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1717543	1718691	D	XP_002585440.1	258549138	8444990	<NULL_VALUE>	alpha/beta hydrolase, putative
NC_004315.2	1720044	1724858	R	XP_001348111.1	124804786	810987	ApiAP2	transcription factor with AP2 domain(s), putative
NC_004315.2	1729790	1730896	D	XP_001348112.1	124804789	810988	<NULL_VALUE>	DNAJ protein, putative
NC_004315.2	1731896	1732897	R	XP_001348113.1	124804792	810989	<NULL_VALUE>	DNA-directed RNA polymerase I, putative
NC_004315.2	1735123	1736569	D	XP_001348114.2	258597404	810990	<NULL_VALUE>	translation initiation factor eIF-1A, putative
NC_004315.2	1737253	1740026	R	XP_001348115.2	258597406	810991	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1740932	1741825	R	XP_001348116.1	124804801	810992	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1742586	1746303	D	XP_001348118.2	258597408	810994	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1748436	1751135	D	XP_001348119.1	124804813	810995	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1751574	1753266	R	XP_001348120.1	124804817	810996	<NULL_VALUE>	carbohydrate kinase, putative
NC_004315.2	1755435	1755932	D	XP_001348121.1	124804821	810997	<NULL_VALUE>	40S ribosomal protein S21e, putative
NC_004315.2	1756498	1757179	R	XP_002585441.1	258549140	8444952	<NULL_VALUE>	hypothetical protein
NC_004315.2	1757485	1758634	R	XP_001348122.1	124804825	810998	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1759254	1759919	R	XP_002585442.1	258549142	8445040	<NULL_VALUE>	60S ribosomal protein L41, putative
NC_004315.2	1762253	1766647	D	XP_001348123.1	124804827	810999	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1768325	1769341	D	XP_001348124.1	124804829	811000	Aos1	Ubiquitin activating enzyme (E1) subunit Aos1, putative
NC_004315.2	1770946	1771899	D	XP_001348125.1	124804833	811001	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1772347	1773816	R	XP_001348126.2	258597410	811002	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1774747	1776723	D	XP_001348127.2	258597412	811003	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1777522	1778925	R	XP_001348128.2	258597414	811004	Rab6	PfRab6, GTPase
NC_004315.2	1780081	1782395	R	XP_001348129.2	258597416	811005	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1783354	1786560	R	XP_001348130.1	124804850	811006	<NULL_VALUE>	coat protein, gamma subunit, putative
NC_004315.2	1789320	1795367	R	XP_001348131.2	258597418	811007	<NULL_VALUE>	Ser/Thr protein kinase, putative
NC_004315.2	1798773	1799667	R	XP_002585443.1	258549144	8444991	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1800541	1803547	R	XP_001348132.1	124804858	811008	dyn1	dynamin-like protein
NC_004315.2	1807356	1810127	D	XP_001348133.2	258597420	811009	<NULL_VALUE>	transporter, putative
NC_004315.2	1810470	1812439	R	XP_001348134.2	258597422	811010	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1813416	1814570	D	XP_001348135.1	124804867	811011	<NULL_VALUE>	bin3, bicoid-interacting 3, putative
NC_004315.2	1814954	1817701	R	XP_001348136.1	124804871	811012	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1818591	1820740	D	XP_001348137.2	258597424	811013	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1821029	1822966	R	XP_001348138.1	124804879	811014	<NULL_VALUE>	nucleolar preribosomal assembly protein, putative
NC_004315.2	1824145	1825576	R	XP_001348139.2	258597426	811015	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1826200	1826789	R	XP_001348140.2	258597428	811016	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1828338	1829051	R	XP_001348141.1	124804890	811017	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1830461	1831414	D	XP_001348143.1	124804897	811019	<NULL_VALUE>	leucine-rich repeat protein 10, LRR10
NC_004315.2	1834398	1838770	D	XP_001348144.1	124804899	811020	<NULL_VALUE>	CCAAT-box DNA binding protein subunit B
NC_004315.2	1839420	1842875	R	XP_001348145.2	258597430	811021	<NULL_VALUE>	kinesin-like protein, putative
NC_004315.2	1843642	1853369	R	XP_001348146.2	258597432	811022	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1856387	1857653	D	XP_002585444.1	258549146	8445008	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004315.2	1858326	1867354	R	XP_001348147.1	124804909	811023	SLARP	sporozoite asparagine-rich protein
NC_004315.2	1870412	1871074	R	XP_002585445.1	258549148	8444959	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1873144	1881411	D	XP_001348148.1	124804913	811024	<NULL_VALUE>	tubulin-tyrosine ligase, putative
NC_004315.2	1883772	1887857	D	XP_001348149.1	124804916	811025	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1888634	1889136	R	XP_002585446.1	258549150	8444985	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1889823	1892594	R	XP_001348150.2	258597434	811026	<NULL_VALUE>	farnesyltransferase beta subunit, putative
NC_004315.2	1893433	1895840	R	XP_001348151.2	258597436	811027	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1897201	1897881	D	XP_001348152.1	124804926	811028	<NULL_VALUE>	mitochondrial ATP synthase delta subunit, putative
NC_004315.2	1899178	1905939	D	XP_001348153.1	124804929	811029	<NULL_VALUE>	MAEBL, putative
NC_004315.2	1907052	1907705	R	XP_001348154.1	124804933	811030	<NULL_VALUE>	conserved Plasmodium protein
NC_004315.2	1909207	1913496	R	XP_001348155.1	124804936	811031	<NULL_VALUE>	Ser/Thr protein kinase
NC_004315.2	1934330	1935579	R	XP_001348159.1	124804948	811035	<NULL_VALUE>	Plasmodium exported protein (PHISTc)
NC_004315.2	1941345	1942585	D	XP_001348160.2	258597438	811036	<NULL_VALUE>	Plasmodium exported protein (hyp11)
NC_004315.2	1945775	1946044	D	XP_001348161.1	124804955	811037	<NULL_VALUE>	probable protein
NC_004315.2	1950207	1968723	D	XP_001348162.2	258597440	811038	<NULL_VALUE>	Antigen 332, DBL-like protein
NC_004315.2	1972397	1973871	D	XP_001348164.1	124804967	811040	<NULL_VALUE>	Plasmodium exported protein
NC_004315.2	1976404	1979801	D	XP_001348165.1	124804971	811041	<NULL_VALUE>	ring-infected erythrocyte surface antigen, putative
NC_004315.2	1982263	1984244	D	XP_001348166.1	124804973	811042	FIKK11	Serine/Threonine protein kinase, FIKK family
NC_004315.2	1985867	1986636	R	XP_001348167.2	258597442	811043	<NULL_VALUE>	Plasmodium exported protein
NC_004315.2	1991356	1994015	R	XP_001348168.1	124804978	811044	<NULL_VALUE>	RESA-like protein with PHIST and DnaJ domains
NC_004315.2	2001065	2003310	D	XP_001348169.2	258597444	811045	<NULL_VALUE>	DNAJ protein, putative
NC_004315.2	2004751	2005008	D	XP_001348170.1	124804985	811046	<NULL_VALUE>	Plasmodium exported protein (PHISTa)
NC_004315.2	2006703	2007826	D	XP_001348171.1	124804988	811047	<NULL_VALUE>	rifin
NC_004315.2	2009872	2010899	D	XP_001348172.1	124804991	811048	<NULL_VALUE>	stevor, putative
NC_004315.2	2012986	2014313	D	XP_001348173.2	258597446	811049	<NULL_VALUE>	rifin
NC_004315.2	2018711	2019964	R	XP_001348174.1	124804998	811051	<NULL_VALUE>	rifin
NC_004315.2	2021851	2023031	R	XP_001348175.1	124805002	811052	<NULL_VALUE>	rifin
NC_004315.2	2025814	2035883	D	XP_001348176.1	124805005	811053	<NULL_VALUE>	erythrocyte membrane protein 1, PfEMP1
NC_004316.3	16973	24497	D	XP_001350410.1	124805331	811065	VAR	erythrocyte membrane protein 1, PfEMP1
NC_004316.3	26321	27687	R	XP_001350411.1	124805335	811064	RIF	rifin
NC_004316.3	30078	31261	R	XP_001350412.1	124805339	811063	RIF	rifin
NC_004316.3	32703	41940	D	XP_001350413.1	124805343	811062	VAR	erythrocyte membrane protein 1, PfEMP1
NC_004316.3	43800	45106	R	XP_001350414.1	124805347	811061	RIF	rifin
NC_004316.3	46788	56805	R	XP_001350415.1	124805350	811060	VAR	erythrocyte membrane protein 1, PfEMP1
NC_004316.3	61556	64336	R	XP_001350416.1	124805352	811059	ACS7	acyl-CoA synthetase, PfACS7
NC_004316.3	68808	70842	R	XP_001350417.2	258597448	811058	FIKK12	Serine/Threonine protein kinase, FIKK family
NC_004316.3	73229	74522	R	XP_001350418.1	124805359	811057	<NULL_VALUE>	Plasmodium exported protein (PHISTc)
NC_004316.3	76846	79067	R	XP_001350419.1	124805363	811056	<NULL_VALUE>	Plasmodium exported protein (PHISTb)
NC_004316.3	81449	84451	R	XP_001350420.1	124805367	811055	<NULL_VALUE>	RESA-like protein with PHIST and DnaJ domains
NC_004316.3	89934	90749	D	XP_001350421.1	124805371	811054	<NULL_VALUE>	Plasmodium exported protein
NC_004316.3	92242	92562	D	XP_001350422.1	124805375	811067	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	93581	97146	R	XP_001350423.1	124805379	811066	<NULL_VALUE>	Plasmodium exported protein
NC_004316.3	98978	100471	D	XP_001350424.1	124805382	811068	<NULL_VALUE>	XPA binding protein 1, putative
NC_004316.3	101581	102624	R	XP_001350425.1	124805385	811069	nek-3	serine/threonine-protein kinase, Pfnek-3
NC_004316.3	103861	104604	R	XP_001350426.2	258597450	811070	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004316.3	105683	106339	R	XP_001350427.1	124805391	811071	<NULL_VALUE>	cytochrome c oxidase assembly protein, putative
NC_004316.3	107338	108202	R	XP_001350428.1	124805394	811072	<NULL_VALUE>	hypothetical protein
NC_004316.3	109247	112641	R	XP_001350429.2	258597452	811073	<NULL_VALUE>	ATP-dependent RNA Helicase, putative
NC_004316.3	113787	115923	D	XP_001350430.1	124805402	811074	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	116475	117449	R	XP_001350431.1	124805406	811075	mpC	mitochondrial phosphate carrier protein
NC_004316.3	119402	141499	D	XP_001350432.1	124805409	811076	<NULL_VALUE>	dynein heavy chain, putative
NC_004316.3	141642	143268	R	XP_001350433.1	124805413	811077	<NULL_VALUE>	cyclophilin, putative
NC_004316.3	144046	147284	R	XP_001350434.1	124805417	811078	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	148237	155476	R	XP_001350435.1	124805420	811079	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	158230	160008	D	XP_001350436.2	258597454	811080	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	160713	161252	D	XP_001350437.1	124805425	811081	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	162426	162719	R	XP_001350438.1	124805429	811082	HMGB1	high mobility group protein
NC_004316.3	167703	171272	D	XP_001350439.1	124805433	811083	ORC1	origin recognition complex 1 protein
NC_004316.3	171504	172133	R	XP_001350440.1	124805437	811084	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	172933	173358	D	XP_001350441.1	124805441	811085	<NULL_VALUE>	signal recognition particle SRP14, putative
NC_004316.3	173872	176850	R	XP_001350442.1	124805445	811086	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	178159	181911	D	XP_001350443.1	124805449	811087	<NULL_VALUE>	transporter, putative
NC_004316.3	182295	183965	R	XP_001350444.1	124805452	811088	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	184911	185765	D	XP_001350445.1	124805455	811089	<NULL_VALUE>	cytochrome C1 heme lyase, putative
NC_004316.3	187143	188839	R	XP_001350446.2	258597456	811090	<NULL_VALUE>	nucleosome assembly protein 1, putative
NC_004316.3	194141	195459	D	XP_001350447.1	124805463	811091	<NULL_VALUE>	ubiquitin conjugating enzyme E2, putative
NC_004316.3	197506	198720	D	XP_001350448.2	258597458	811092	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	198967	202236	R	XP_001350449.1	124805470	811093	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	202945	204834	D	XP_001350450.1	124805474	811094	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	205488	205973	R	XP_001350451.1	124805478	811095	<NULL_VALUE>	eukaryotic initiation factor 5a, putative
NC_004316.3	208162	210890	R	XP_001350453.2	258597460	811097	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004316.3	211514	212353	R	XP_001350454.1	124805488	811098	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	213209	214189	D	XP_001350455.1	124805491	811099	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	214832	215693	D	XP_001350456.1	124805495	811100	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	217182	218237	D	XP_001350458.1	124805502	811102	<NULL_VALUE>	probable protein
NC_004316.3	219578	222171	D	XP_001350459.1	124805506	811103	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	222693	224989	R	XP_001350460.1	124805510	811104	<NULL_VALUE>	UGA suppressor tRNA-associated antigenic protein, putative
NC_004316.3	226052	227068	R	XP_001350461.1	124805513	811105	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	230536	231405	D	XP_001350462.1	124805517	811106	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	232387	235644	R	XP_001350463.1	124805521	811107	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	242808	248165	D	XP_001350464.1	124805523	811108	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	249333	251396	R	XP_001350465.1	124805527	811109	<NULL_VALUE>	histone binding protein, putative
NC_004316.3	253152	254120	D	XP_001350466.1	124805531	811110	<NULL_VALUE>	targeted glyoxalase II
NC_004316.3	256364	263728	D	XP_001350467.1	124805535	811111	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	264612	267860	R	XP_001350468.1	124805539	811112	<NULL_VALUE>	conserved Plasmodium membrane protein
NC_004316.3	270297	271211	R	XP_001350469.1	124805542	811113	<NULL_VALUE>	protein phosphatase, putative
NC_004316.3	272317	274739	R	XP_001350470.1	124805545	811114	<NULL_VALUE>	IMP-specific 5'-nucleotidase
NC_004316.3	275741	279333	R	XP_001350471.1	124805548	811115	<NULL_VALUE>	eukaryotic translation initiation factor 3 subunit 8, putative
NC_004316.3	281017	289299	R	XP_001350472.1	124805552	811116	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	290833	291873	D	XP_001350473.1	124805556	811117	<NULL_VALUE>	Rhodanese like protein, putative
NC_004316.3	292421	294376	D	XP_001350474.1	124805558	811118	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	294994	299346	R	XP_001350475.1	124805562	811119	<NULL_VALUE>	DNA-directed RNA polymerase III subunit, putative
NC_004316.3	301126	302823	R	XP_001350476.1	124805565	811120	<NULL_VALUE>	eukaryotic translation initiation factor 5, putative
NC_004316.3	308211	310394	D	XP_001350477.1	124805569	811121	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	310828	313236	D	XP_001350478.1	124805573	811122	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	313866	321905	R	XP_001350479.1	124805578	811123	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	324332	326854	R	XP_001350480.1	124805581	811124	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	329631	337802	R	XP_001350481.1	124805586	811125	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	343322	344356	R	XP_001350482.2	258597462	811126	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	345917	347234	D	XP_001350483.1	124805591	811127	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	348269	349095	D	XP_001350484.2	258597464	811128	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	349474	351279	R	XP_001350485.1	124805599	811129	<NULL_VALUE>	tRNA delta(2)-isopentenylpyrophosphate transferase, putative
NC_004316.3	351845	354001	R	XP_001350486.1	124805602	811130	<NULL_VALUE>	blood stage antigen 41-3 precursor
NC_004316.3	354535	357441	R	XP_001350487.1	124805606	811131	<NULL_VALUE>	conserved Plasmodium protein
NC_004316.3	357910	359351	R	XP_001350488.1	124805610	811132	<NULL_VALUE>	conserved Plasmodium protein
